Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
145987.25611538198,2.689606059597463,1.2396324781502501,0.28210734302997015,-1.2278674758694206,-0.9860560747762581,0.7462745056817888,-1.3624921977174909,-1.331113844742068,0.008831265167877921,0.1334166695435745,0.38003140719429374,-0.43952529781711375,0.9201465461310853,-0.8618147129764268,0.6266443535564412,0.2141206786681254,0.6006490856285324,1.1819980519255384,-0.4553323451048814,-0.6610775318194285,-1.6883937561515834,-2.0190020959228363,-0.17597415806947792,-0.10752288086961366,-1.0860831239438267,-0.8710996998684417,1.5234538572959289,0.875839780302813,35.77157561549796
50254.28723582956,0.05586985889953707,-1.1973358007426513,-0.16746009396506806,1.4405963321117095,-0.37753080242707077,0.45775442366328883,0.5293329915643193,-0.793286608616909,-1.055073047690691,0.9948802393782719,0.0490573770400287,0.20895562587548272,-0.03553070228504552,-0.12804294787058593,0.1938079786965326,-1.1173131624260926,0.38948514867983863,-1.0017307511068232,2.32595622949117,0.6124767274173241,0.28221971413712044,-1.0654457776463662,1.1041287366131987,-0.4740958860813187,0.604915045608172,-0.6683901894389237,-1.9147608687854425,1.5413779292080416,53.17896769326299
39277.62507442144,-0.3325683248711846,-0.9430326551397364,-1.3214551080512802,0.46863722606098573,0.4005503944605798,0.24622589223478455,0.3537452429838336,-1.4637116954458396,-0.4800524851715377,-0.29346844388653476,0.048506043004424834,-1.4597630179369998,-0.9277911843240666,-0.43647845208593533,1.0582854017674181,0.2618702884906011,1.0215661959764897,-0.1224311368557277,0.0009888933750404464,0.49907591745713104,-0.17721081701174998,-0.6247254835993948,-1.4897854233163332,-0.597917174637081,0.8361872566323788,1.2606741426952055,-0.7731569015573314,-1.7337374833983017,76.3750852298284
84649.0223043342,-0.6767098145218956,2.7696370126650995,-1.3581187032267796,-0.8086014741167118,-0.46163689113238143,0.936704097280148,1.4599800712216369,-0.3333811529805382,-0.8690909051592101,-0.9069813474419484,0.9559882295707387,-1.2255470573245923,0.29866096297679134,0.38907448521083116,0.3481420599721238,-0.7868381060327821,-1.253239548250258,0.002375143746013637,0.6205375714217842,-0.3721270391162474,0.63678930948282,-0.14643820592826814,0.601634680153126,-1.0462890064923083,-0.2225704610934579,1.7050327109152326,-0.5873618457575114,0.35942999453567487,28.863537316215524
171349.95078792213,-0.06809271589879815,-0.477775547990721,-0.9099771999321457,-1.0772712878834114,0.13377604795241613,1.3022612745694504,0.13386049487057597,1.3156025847823287,-0.373991671692944,0.4434423058876745,1.3520392481720336,-0.1578745739921189,0.02597230419098457,-0.3744837377130308,0.5925062392059014,0.902272101124861,0.3512801294073612,-0.22944197161455346,-1.4997235639921145,-0.048429792201083,-0.19195377907542122,0.2359960938860893,0.11679223315885004,1.572408150678301,-0.6964098886802417,-1.5752630524062563,-1.142535401878337,-0.6336229864725234,4.919799250815001
140188.1390887866,0.48709353682779494,-1.0579687557553357,1.3843362712706588,1.757473807458633,-0.391051093273484,-1.2530544230965714,-1.728355540721549,0.18368507809532872,-0.2999570662460736,1.4033525166838077,0.29578770287306955,-0.6800867700884974,0.9115384357487276,-2.089983543677585,-0.026971575704107586,0.08234704117110374,0.49566909213156424,-0.5391146726891792,-0.1501744822250612,-0.5188143804268545,0.5074857860073116,0.7451723543594971,-0.8442204618819742,0.7242980996402574,-1.1998883796346622,-0.25087439223026947,0.8921205607234111,-0.4674158731922346,35.87881060291418
68499.29853727698,0.007054858331112895,-0.1000857456007463,-0.15972826360453118,-0.6108706109926766,0.3758576703710533,1.271542490268973,-2.4901790741159577,-0.16966126558311467,1.4885944205390107,0.39316630649072737,0.4137950097922092,-1.6009106870381755,0.7021270452539151,1.0091276437920231,0.19993677081455108,-0.6555502909388466,0.44281949494506445,-1.0378541148945677,-1.170194248051564,0.8021339902839015,1.0958135934676996,-0.7426214784111974,-1.1653301588971359,-0.8778454584154152,0.19764979493375814,-1.1642013919832157,1.283834070996152,-0.46490023189730306,59.44939507888122
93083.51099882287,0.5398393227570869,-1.4462760641144343,1.054366605749951,1.6975818349647305,-1.7722122694087714,0.6391289077824008,0.8603148480810332,-0.21282818004713097,-2.421954661537225,-0.2959578904884265,-0.5810692145823946,1.5297758630635638,-0.0885912930181997,-0.41231116673332896,-0.5865124689644753,0.3257476167915652,0.05686819249813196,-0.7899449274696445,0.264020624355621,-0.5572549334824026,-2.592259783705173,0.6680229032992873,0.5731841012521988,0.1997391261772232,-0.4424677225915938,-0.07206016506412331,0.819282647401717,-0.6318116615997146,44.90664915819334
96107.1802789543,0.41724988383238715,0.09407471754184488,0.6779685553698392,1.8438046145243843,0.397852473006747,-0.5766796386342469,0.4610690275555554,1.9451392467373763,0.6563402638289583,0.9456936090599898,-1.593576449898219,0.38687859895737553,-0.2680177499256537,-0.6801248620724167,-0.0223173272589282,0.10863398129714882,-0.624391901991972,0.18846376020872843,-0.17348709779888655,0.702438874516117,0.22757484082057314,0.3759233588492973,0.9793879686866628,0.5549558598392129,-0.0060843926091290286,-2.0869249500164,0.5137279937950102,-0.9119233022570424,17.672236123769547
2404.8265546784023,0.8185098286786511,1.0867090714801309,-0.3963778059851582,0.7031707064701076,0.5066382825412106,-0.3712092125640576,0.11720279088520369,-0.13218624816475696,1.3948862787334337,0.8102163756896525,-0.3358654507096486,-0.4054427870947975,0.9576152586862193,1.3399693227028135,0.31553507296874805,0.6585722695512903,1.3031314848049185,-0.17478573190098015,0.08347063054705377,0.4867283127133465,-0.4289983400741094,1.6990449866852613,-0.43800264470503963,0.06128630753386176,1.9163760918349384,-1.8617756901874913,0.21595846959657927,-0.6605660416165414,26.253091781368305
